3-13_18-19-58_3,3,3,13,18,19,58,165,606.0,1.0,1
3-13_18-26-57_3,3,3,13,18,26,57,245,254.0,1.0,1
3-13_18-31-16_1,1,3,13,18,31,16,182,14.0,1.0,1
3-13_18-34-19_3,3,3,13,18,34,19,70,1.0,1.0,1
3-13_18-44-3_2,2,3,13,18,44,3,179,10.0,1.0,1
3-13_18-47-5_2,2,3,13,18,47,5,91,3.0,1.0,1
3-13_18-48-49_3,3,3,13,18,48,49,239,13.0,1.0,1
3-13_18-52-52_3,3,3,13,18,52,52,69,4.0,1.0,1
3-13_18-56-44_1,1,3,13,18,56,44,74,15.0,1.0,1
3-13_18-58-4_3,3,3,13,18,58,4,26,6.0,1.0,1
3-15_17-19-43_3,3,3,15,17,19,43,160,166671.0,1.0,1
3-15_17-24-32_3,3,3,15,17,24,32,88,15.0,1.0,1
3-15_17-26-10_3,3,3,15,17,26,10,156,10.0,1.0,1
3-15_17-29-0_3,3,3,15,17,29,0,158,14.0,1.0,1
3-15_17-32-4_2,2,3,15,17,32,4,386,26.0,1.0,1
3-15_17-52-38_1,1,3,15,17,52,38,59,21.0,1.0,1
3-15_17-59-30_3,3,3,15,17,59,30,184,353.0,1.0,1
3-15_18-2-49_3,3,3,15,18,2,49,91,15.0,1.0,1
3-15_18-4-40_3,3,3,15,18,4,40,41,20.0,1.0,1
3-15_18-7-14_1,1,3,15,18,7,14,120,113.0,1.0,1
3-15_18-13-20_3,3,3,15,18,13,20,349,164.0,1.0,1
3-15_18-21-9_3,3,3,15,18,21,9,69,120.0,1.0,1
3-15_18-22-38_3,3,3,15,18,22,38,5,20.0,1.0,1
3-15_18-33-33_3,3,3,15,18,33,33,193,478.0,1.0,1
3-15_18-36-54_3,3,3,15,18,36,54,152,8.0,1.0,1
3-15_18-43-0_3,3,3,15,18,43,0,315,214.0,1.0,1
3-15_18-52-50_1,1,3,15,18,52,50,264,13.0,1.0,1
3-15_18-58-20_1,1,3,15,18,58,20,82,66.0,1.0,1
3-15_18-59-49_1,1,3,15,18,59,49,177,7.0,1.0,1
3-15_19-2-50_1,1,3,15,19,2,50,42,4.0,1.0,1
3-15_19-3-40_3,3,3,15,19,3,40,69,8.0,1.0,1
3-15_19-6-14_3,3,3,15,19,6,14,46,5.0,1.0,1
3-15_19-9-2_3,3,3,15,19,9,2,167,122.0,1.0,1
3-15_19-11-52_3,3,3,15,19,11,52,141,3.0,1.0,1
3-16_13-14-30_2,2,3,16,13,14,30,423,475.0,1.0,1
3-16_13-30-34_3,3,3,16,13,30,34,108,541.0,1.0,1
3-16_13-32-23_3,3,3,16,13,32,23,59,1.0,1.0,1
3-16_13-43-9_1,1,3,16,13,43,9,385,587.0,1.0,1
3-16_13-49-36_1,1,3,16,13,49,36,103,2.0,1.0,1
3-16_13-51-21_3,3,3,16,13,51,21,133,2.0,1.0,1
3-16_14-1-38_3,3,3,16,14,1,38,86,484.0,1.0,1
3-16_14-3-15_3,3,3,16,14,3,15,64,11.0,1.0,1
3-16_14-4-24_1,1,3,16,14,4,24,102,5.0,1.0,1
3-16_14-11-55_3,3,3,16,14,11,55,56,349.0,1.0,1
3-16_14-17-21_3,3,3,16,14,17,21,111,270.0,1.0,1
3-16_14-19-13_2,2,3,16,14,19,13,290,1.0,1.0,1
3-16_14-31-25_2,2,3,16,14,31,25,95,125.0,1.0,1
3-16_14-34-24_3,3,3,16,14,34,24,197,84.0,1.0,1
3-16_14-38-16_1,1,3,16,14,38,16,129,35.0,1.0,1
3-16_14-42-53_2,2,3,16,14,42,53,126,30.0,1.0,1
3-16_14-46-8_1,1,3,16,14,46,8,235,69.0,1.0,1
3-16_14-52-30_3,3,3,16,14,52,30,363,14.0,1.0,1
3-16_14-59-26_2,2,3,16,14,59,26,64,53.0,1.0,1
3-16_15-4-47_2,2,3,16,15,4,47,50,49.0,1.0,1
3-20_7-22-53_3,3,3,20,7,22,53,81,1.0,1.0,1
3-20_7-24-26_2,2,3,20,7,24,26,157,12.0,1.0,1
3-20_7-27-5_3,3,3,20,7,27,5,422,2.0,1.0,1
3-20_7-34-17_1,1,3,20,7,34,17,237,10.0,1.0,1
3-20_7-42-24_2,2,3,20,7,42,24,182,250.0,1.0,1
3-20_7-53-19_3,3,3,20,7,53,19,135,94.0,1.0,1
3-20_7-58-27_3,3,3,20,7,58,27,113,102.0,1.0,1
3-20_8-2-14_2,2,3,20,8,2,14,10,16.0,1.0,1
3-20_8-2-32_2,2,3,20,8,2,32,385,8.0,1.0,1
3-20_8-10-53_2,2,3,20,8,10,53,277,116.0,1.0,1
3-20_8-16-50_3,3,3,20,8,16,50,34,80.0,1.0,1
3-20_8-17-36_3,3,3,20,8,17,36,131,12.0,1.0,1
3-20_8-19-53_2,2,3,20,8,19,53,100,6.0,1.0,1
3-20_8-29-58_3,3,3,20,8,29,58,101,21.0,1.0,1
3-20_8-31-58_3,3,3,20,8,31,58,198,19.0,1.0,1
3-20_8-35-19_3,3,3,20,8,35,19,94,3.0,1.0,1
3-20_8-39-5_2,2,3,20,8,39,5,544,2.0,1.0,1
3-20_8-48-23_1,1,3,20,8,48,23,245,14.0,1.0,1
3-20_8-52-48_2,2,3,20,8,52,48,279,20.0,1.0,1
3-20_8-57-39_3,3,3,20,8,57,39,30,12.0,1.0,1
3-20_8-58-10_2,2,3,20,8,58,10,123,1.0,1.0,1
3-20_9-0-21_3,3,3,20,9,0,21,117,8.0,1.0,1
3-20_9-2-40_1,1,3,20,9,2,40,104,22.0,1.0,1
3-20_9-11-13_1,1,3,20,9,11,13,393,21.0,1.0,1
3-21_12-11-41_1,1,3,21,12,11,41,100,96835.0,1.0,1
3-21_12-13-33_1,1,3,21,12,13,33,161,12.0,1.0,1
3-21_12-29-26_2,2,3,21,12,29,26,141,544.0,1.0,1
3-21_12-36-39_2,2,3,21,12,36,39,179,292.0,1.0,1
3-21_12-39-41_2,2,3,21,12,39,41,221,3.0,1.0,1
3-21_12-54-35_3,3,3,21,12,54,35,185,2.0,1.0,1
3-21_12-57-58_3,3,3,21,12,57,58,2,18.0,1.0,1
3-21_18-3-0_3,3,3,21,18,3,0,317,17498.0,1.0,1
3-21_18-8-26_2,2,3,21,18,8,26,86,9.0,1.0,1
3-21_18-10-54_2,2,3,21,18,10,54,28,62.0,1.0,1
3-21_18-11-24_3,3,3,21,18,11,24,150,2.0,1.0,1
3-21_18-13-59_2,2,3,21,18,13,59,37,5.0,1.0,1
3-21_18-16-18_1,1,3,21,18,16,18,69,7.0,1.0,1
3-21_18-17-33_3,3,3,21,18,17,33,111,6.0,1.0,1
3-21_18-19-41_3,3,3,21,18,19,41,350,17.0,1.0,1
3-21_18-35-39_2,2,3,21,18,35,39,139,43.0,1.0,1
3-21_18-38-39_3,3,3,21,18,38,39,37,41.0,1.0,1
3-21_18-41-0_3,3,3,21,18,41,0,71,8.0,1.0,1
3-21_18-43-54_2,2,3,21,18,43,54,206,24.0,1.0,1
3-21_18-51-55_3,3,3,21,18,51,55,165,78.0,1.0,1
3-21_18-55-2_3,3,3,21,18,55,2,126,22.0,1.0,1
3-23_13-45-9_3,3,3,23,13,45,9,129,154081.0,1.0,1
3-23_13-55-42_3,3,3,23,13,55,42,79,504.0,1.0,1
3-23_13-57-3_2,2,3,23,13,57,3,302,2.0,1.0,1
3-23_14-2-7_3,3,3,23,14,2,7,57,2.0,1.0,1
3-23_14-3-53_1,1,3,23,14,3,53,127,49.0,1.0,1
3-23_14-6-11_1,1,3,23,14,6,11,147,11.0,1.0,1
3-23_14-10-28_3,3,3,23,14,10,28,126,110.0,1.0,1
3-23_14-24-37_1,1,3,23,14,24,37,513,7.0,1.0,1
3-23_14-53-43_1,1,3,23,14,53,43,266,365.0,1.0,1
3-23_15-0-19_3,3,3,23,15,0,19,60,6.0,1.0,1
3-23_15-13-9_1,1,3,23,15,13,9,100,7.0,1.0,1
3-23_15-15-18_3,3,3,23,15,15,18,229,29.0,1.0,1
3-23_15-19-18_2,2,3,23,15,19,18,143,11.0,1.0,1
3-23_15-36-25_3,3,3,23,15,36,25,206,2.0,1.0,1
3-23_15-43-56_3,3,3,23,15,43,56,64,26.0,1.0,1
3-23_15-45-5_1,1,3,23,15,45,5,356,5.0,1.0,1
3-24_9-0-23_1,1,3,24,9,0,23,219,61762.0,1.0,1
3-24_9-4-18_3,3,3,24,9,4,18,148,16.0,1.0,1
3-24_9-6-47_3,3,3,24,9,6,47,152,1.0,1.0,1
3-24_9-9-30_3,3,3,24,9,9,30,166,11.0,1.0,1
3-24_9-14-47_3,3,3,24,9,14,47,73,15.0,1.0,1
3-24_9-16-9_3,3,3,24,9,16,9,163,9.0,2.0,1
3-24_9-19-6_1,1,3,24,9,19,6,291,14.0,1.0,1
3-24_9-24-30_3,3,3,24,9,24,30,239,33.0,1.0,1
3-24_9-37-0_1,1,3,24,9,37,0,90,511.0,1.0,1
3-24_9-39-7_3,3,3,24,9,39,7,191,37.0,2.0,1
3-24_9-42-36_3,3,3,24,9,42,36,176,18.0,3.0,1
3-24_9-47-40_3,3,3,24,9,47,40,143,128.0,1.0,1
3-24_9-53-40_2,2,3,24,9,53,40,314,217.0,1.0,1
3-24_9-59-1_2,2,3,24,9,59,1,150,7.0,1.0,1
3-24_10-1-40_1,1,3,24,10,1,40,295,9.0,1.0,1
3-24_10-41-27_3,3,3,24,10,41,27,147,2092.0,1.0,1
3-24_10-43-58_3,3,3,24,10,43,58,73,4.0,1.0,1
3-24_11-0-40_1,1,3,24,11,0,40,637,190.0,1.0,1
4-1_11-17-15_3,3,4,1,11,17,15,304,1096.0,1.0,1
4-1_11-23-59_1,1,4,1,11,23,59,103,9.0,1.0,1
4-1_11-26-40_3,3,4,1,11,26,40,178,58.0,1.0,1
4-1_11-29-53_2,2,4,1,11,29,53,500,15.0,1.0,1
4-1_11-48-51_1,1,4,1,11,48,51,119,638.0,1.0,1
4-1_11-54-0_2,2,4,1,11,54,0,218,190.0,1.0,1
4-1_11-58-40_2,2,4,1,11,58,40,81,62.0,1.0,1
4-1_12-11-20_1,1,4,1,12,11,20,207,679.0,1.0,1
4-1_12-15-4_2,2,4,1,12,15,4,253,17.0,1.0,1
4-1_12-19-44_2,2,4,1,12,19,44,311,27.0,1.0,1
4-1_12-28-49_1,1,4,1,12,28,49,227,234.0,1.0,1
4-1_12-41-18_1,1,4,1,12,41,18,180,522.0,1.0,1
4-1_12-53-30_3,3,4,1,12,53,30,326,552.0,1.0,1
4-2_10-11-48_1,1,4,2,10,11,48,200,76372.0,1.0,1
4-2_10-16-7_3,3,4,2,10,16,7,70,3.0,1.0,1
4-2_10-17-19_3,3,4,2,10,17,19,110,2.0,1.0,1
4-2_10-19-10_3,3,4,2,10,19,10,65,1.0,1.0,1
4-2_10-20-21_3,3,4,2,10,20,21,114,6.0,2.0,1
4-2_10-22-17_3,3,4,2,10,22,17,125,2.0,1.0,1
4-2_10-27-17_3,3,4,2,10,27,17,202,175.0,1.0,1
4-2_10-30-43_3,3,4,2,10,30,43,30,4.0,1.0,1
4-2_10-35-13_3,3,4,2,10,35,13,147,240.0,1.0,1
4-2_10-44-39_1,1,4,2,10,44,39,70,419.0,1.0,1
4-2_10-47-10_2,2,4,2,10,47,10,206,81.0,1.0,1
4-2_10-51-10_2,2,4,2,10,51,10,38,34.0,1.0,1
4-2_10-52-6_3,3,4,2,10,52,6,170,18.0,1.0,1
4-2_11-1-3_3,3,4,2,11,1,3,329,367.0,1.0,1
4-2_11-7-4_1,1,4,2,11,7,4,60,32.0,1.0,1
4-2_11-8-22_3,3,4,2,11,8,22,78,18.0,1.0,1
4-2_11-9-53_3,3,4,2,11,9,53,372,13.0,2.0,1
4-2_11-16-49_3,3,4,2,11,16,49,134,44.0,1.0,1
4-2_11-19-57_3,3,4,2,11,19,57,84,54.0,1.0,1
4-2_11-21-33_3,3,4,2,11,21,33,97,12.0,1.0,1
4-2_11-23-16_1,1,4,2,11,23,16,97,6.0,1.0,1
4-2_11-24-55_1,1,4,2,11,24,55,159,2.0,1.0,1
4-2_11-27-49_1,1,4,2,11,27,49,374,15.0,1.0,1
4-2_11-34-20_3,3,4,2,11,34,20,254,17.0,2.0,1
4-2_11-38-41_3,3,4,2,11,38,41,313,7.0,1.0,1
4-2_11-46-6_2,2,4,2,11,46,6,116,6.0,2.0,1
4-2_11-48-9_3,3,4,2,11,48,9,101,7.0,1.0,1
4-2_11-54-42_3,3,4,2,11,54,42,41,2.0,2.0,1
4-2_11-55-30_2,2,4,2,11,55,30,66,7.0,1.0,1
4-2_11-59-5_3,3,4,2,11,59,5,55,2.0,1.0,1
4-2_12-0-2_2,2,4,2,12,0,2,94,2.0,1.0,1
4-2_12-1-47_2,2,4,2,12,1,47,109,11.0,1.0,1
4-2_12-3-40_2,2,4,2,12,3,40,139,4.0,1.0,1
4-2_12-6-47_3,3,4,2,12,6,47,227,48.0,1.0,1
4-2_12-10-39_1,1,4,2,12,10,39,81,5.0,1.0,1
4-3_16-36-22_2,2,4,3,16,36,22,294,4.0,1.0,1
4-3_16-41-20_3,3,4,3,16,41,20,127,4.0,1.0,1
4-3_16-43-41_1,1,4,3,16,43,41,223,14.0,1.0,1
4-3_16-47-29_3,3,4,3,16,47,29,121,5.0,1.0,1
4-3_16-49-43_3,3,4,3,16,49,43,86,13.0,1.0,1
4-3_16-51-12_3,3,4,3,16,51,12,197,3.0,1.0,1
4-3_16-54-34_3,3,4,3,16,54,34,126,5.0,1.0,1
4-3_16-58-24_3,3,4,3,16,58,24,58,4.0,1.0,1
4-3_16-59-33_3,3,4,3,16,59,33,31,11.0,1.0,1
4-3_17-2-5_3,3,4,3,17,2,5,115,2.0,1.0,1
4-3_17-4-10_3,3,4,3,17,4,10,142,10.0,1.0,1
4-3_17-6-43_3,3,4,3,17,6,43,60,11.0,1.0,1
4-3_17-10-29_3,3,4,3,17,10,29,140,3.0,1.0,1
4-3_17-12-52_3,3,4,3,17,12,52,9,3.0,1.0,1
4-3_17-13-3_2,2,4,3,17,13,3,14,2.0,1.0,1
4-3_17-13-20_1,1,4,3,17,13,20,142,3.0,1.0,1
4-3_17-15-43_3,3,4,3,17,15,43,87,1.0,1.0,1
4-3_17-17-17_3,3,4,3,17,17,17,16,7.0,1.0,1
4-3_17-19-10_3,3,4,3,17,19,10,83,4.0,1.0,1
4-3_17-20-38_3,3,4,3,17,20,38,28,5.0,1.0,1
4-3_17-21-10_3,3,4,3,17,21,10,303,4.0,1.0,1
4-3_17-30-54_2,2,4,3,17,30,54,219,10.0,1.0,1
4-3_17-34-54_1,1,4,3,17,34,54,70,21.0,1.0,1
4-3_17-36-8_2,2,4,3,17,36,8,42,4.0,1.0,1
4-3_17-36-52_3,3,4,3,17,36,52,174,2.0,1.0,1
4-3_17-41-4_2,2,4,3,17,41,4,96,3.0,1.0,1
4-3_17-42-43_3,3,4,3,17,42,43,209,3.0,1.0,1
4-3_17-46-14_3,3,4,3,17,46,14,198,2.0,2.0,1
4-3_17-58-59_3,3,4,3,17,58,59,141,5.0,1.0,1
4-3_18-1-29_3,3,4,3,18,1,29,84,9.0,1.0,1
4-3_18-2-55_3,3,4,3,18,2,55,37,2.0,1.0,1
4-3_18-3-33_3,3,4,3,18,3,33,117,1.0,1.0,1
4-3_18-5-32_3,3,4,3,18,5,32,51,2.0,1.0,1
4-3_18-6-25_3,3,4,3,18,6,25,60,2.0,1.0,1
4-3_18-7-26_2,2,4,3,18,7,26,187,1.0,1.0,1
4-3_18-18-2_1,1,4,3,18,18,2,210,9.0,1.0,1
4-3_18-21-49_1,1,4,3,18,21,49,120,17.0,1.0,1
4-3_18-24-1_2,2,4,3,18,24,1,513,12.0,1.0,1
4-5_7-52-23_1,1,4,5,7,52,23,66,134389.0,1.0,1
4-5_7-53-40_1,1,4,5,7,53,40,124,11.0,1.0,1
4-5_8-8-3_1,1,4,5,8,8,3,380,739.0,1.0,1
4-5_8-15-30_1,1,4,5,8,15,30,277,67.0,1.0,1
4-11_7-22-58_2,2,4,11,7,22,58,243,37118.0,1.0,1
4-11_7-27-16_2,2,4,11,7,27,16,255,2.0,1.0,1
4-11_7-31-33_3,3,4,11,7,31,33,96,2.0,1.0,1
4-11_7-33-18_2,2,4,11,7,33,18,87,9.0,1.0,1
4-11_7-39-1_1,1,4,11,7,39,1,150,11.0,1.0,1
4-11_7-41-45_1,1,4,11,7,41,45,343,14.0,1.0,1
4-11_7-47-43_1,1,4,11,7,47,43,156,15.0,1.0,1
4-11_7-52-50_1,1,4,11,7,52,50,191,4.0,1.0,1
4-11_7-58-57_3,3,4,11,7,58,57,132,3.0,1.0,1
