u_03-01_03-03_1_1,257.4369913
u_03-01_03-03_1_2,64.27949968
u_03-01_03-03_1_3,228.4766672
u_03-01_03-03_1_4,62.68353693
u_03-01_03-03_1_5,44.48296174
u_03-01_03-03_1_6,48.31987219
u_03-01_03-03_1_7,27.71935302
u_03-01_03-03_1_8,252.6871021
u_03-01_03-03_1_9,543.6153117
u_03-01_03-03_1_10,246.6382433
u_03-01_03-03_1_11,49.00185627
u_03-01_03-03_1_12,370.4063545
u_03-01_03-03_1_13,244.4022955
u_03-01_03-03_1_14,58.36363776
u_03-01_03-03_1_15,23.2814566
u_03-01_03-03_1_16,73.2842895
u_03-01_03-03_1_17,38.1611093
u_03-01_03-03_1_18,32.55924005
u_03-01_03-03_1_19,49.95983391
u_03-01_03-03_1_20,77.47819162
u_03-01_03-03_1_21,110.7694146
u_03-01_03-03_1_22,99.84466957
u_03-01_03-03_1_23,54.12273675
u_03-01_03-03_1_24,129.3249815
u_03-01_03-03_1_25,118.9972225
u_03-01_03-03_1_26,15.31964243
u_03-01_03-03_1_27,36.24015414
u_03-01_03-03_1_28,114.8873185
u_03-01_03-03_1_29,112.6413709
u_03-01_03-03_1_30,27.31936235
u_03-01_03-03_1_31,55.48170503
u_03-01_03-03_1_32,18.43956961
u_03-01_03-03_1_33,46.00192629
u_03-01_03-03_1_34,24.55942677
u_03-01_03-03_1_35,16.63961162
u_03-01_03-03_1_36,25.43940623
u_03-01_03-03_1_37,21.35950146
u_03-01_03-03_1_38,31.52126428
u_03-01_03-03_1_39,19.07955467
u_03-01_03-03_1_40,73.28128957
u_03-01_03-03_1_41,42.23901412
u_03-01_03-03_1_42,31.96025403
u_03-01_03-03_1_43,19.03955561
u_03-01_03-03_1_44,19.27955
u_03-01_03-03_1_45,16.67961069
u_03-01_03-03_1_46,44.7589553
u_03-01_03-03_1_47,15.52363767
u_03-01_03-03_1_48,20.479522
u_03-01_03-03_1_49,15.43963963
u_03-01_03-03_1_50,26.2803866
u_03-01_03-03_1_51,40.63905146
u_03-01_03-03_1_52,15.03964897
u_03-01_03-03_1_53,126.3720504
u_03-01_03-03_1_54,15.03964897
u_03-01_03-03_1_55,45.92192816
u_03-01_03-03_1_56,15.79963123
u_03-01_03-03_1_57,15.03964897
u_03-01_03-03_1_58,15.00364981
u_03-01_03-03_1_59,89.19991803
u_03-01_03-03_1_60,86.31798529
u_03-01_03-03_1_61,63.99850624
u_03-01_03-03_1_62,23.11946038
u_03-01_03-03_1_63,164.9191507
u_03-01_03-03_1_64,32.95923071
u_03-01_03-03_1_65,23.07946131
u_03-01_03-03_1_66,74.68425683
u_03-01_03-03_1_67,18.83956027
u_03-01_03-03_1_68,43.15899265
u_03-01_03-03_1_69,93.48181808
u_03-01_03-03_1_70,56.83867335
u_03-01_03-03_1_71,40.68305044
u_03-01_03-03_1_72,21.79949119
u_03-01_03-03_1_73,32.35924472
u_03-01_03-03_1_74,15.00064988
u_03-01_03-03_1_75,67.75841848
u_03-01_03-03_1_76,17.87958268
u_03-01_03-03_1_77,15.03964897
u_03-01_03-03_1_78,51.83879005
u_03-01_03-03_1_79,25.920395
u_03-01_03-03_1_80,24.43942957
u_03-01_03-03_1_81,16.08062467
u_03-01_03-03_1_82,25.7193997
u_03-01_03-03_1_83,21.59949586
u_03-01_03-03_1_84,24.08643781
u_03-01_03-03_1_85,31.59926246
u_03-01_03-03_1_86,76.44521573
u_03-01_03-03_1_87,20.7195164
u_03-01_03-03_1_88,19.6395416
u_03-01_03-03_1_89,168.8000601
u_03-01_03-03_1_90,63.36352106
u_03-01_03-03_1_91,63.99850624
u_03-01_03-03_1_92,176.3588837
u_03-01_03-03_1_93,60.07859773
u_03-01_03-03_1_94,64.00350612
u_03-01_03-03_1_95,262.9178634
u_03-01_03-03_1_96,34.04320541
u_03-01_03-03_1_97,173.003962
u_03-01_03-03_1_98,88.99992269
u_03-01_03-03_1_99,247.1992302
u_03-01_03-03_1_100,88.84292636
u_03-01_03-03_1_101,103.4845846
u_03-01_03-03_1_102,43.15899265
u_03-01_03-03_1_103,40.1190636
u_03-01_03-03_1_104,15.03964897
u_03-01_03-03_1_105,16.96260408
u_03-01_03-03_1_106,105.3585409
u_03-01_03-03_1_107,196.6494101
u_03-01_03-03_1_108,68.28640616
u_03-01_03-03_1_109,88.04094508
u_03-01_03-03_1_110,574.321595
u_03-01_03-03_1_111,15.00464978
u_03-01_03-03_1_112,111.2004045
u_03-01_03-03_1_113,104.8015539
u_03-01_03-03_1_114,30.72228293
u_03-01_03-03_1_115,16.47961536
u_03-01_03-03_1_116,32.88223251
u_03-01_03-03_1_117,85.75799836
u_03-01_03-03_1_118,67.55942313
u_03-01_03-03_1_119,20.55952013
u_03-01_03-03_1_120,65.12148003
u_03-01_03-03_1_121,103.7625781
u_03-01_03-03_1_122,133.3238881
u_03-01_03-03_1_123,33.35922138
u_03-01_03-03_1_124,228.3326706
u_03-01_03-03_1_125,107.3184951
u_03-01_03-03_1_126,560.4379191
u_03-01_03-03_1_127,126.4790479
u_03-01_03-03_1_128,141.5166969
u_03-01_03-03_1_129,56.48168169
u_03-01_03-03_1_130,140.5967184
u_03-01_03-03_1_131,193.6764795
u_03-01_03-03_1_132,120.1251962
u_03-01_03-03_1_133,26.23938756
u_03-01_03-03_1_134,95.11877988
u_03-01_03-03_1_135,56.91967146
u_03-01_03-03_1_136,67.9634137
u_03-01_03-03_1_137,177.8428491
u_03-01_03-03_1_138,37.60912218
u_03-01_03-03_1_139,25.92839482
u_03-01_03-03_1_140,42.31901225
u_03-01_03-03_1_141,15.03964897
u_03-01_03-03_1_142,73.71927935
u_03-01_03-03_1_143,51.43879939
u_03-01_03-03_1_144,106.0065257
u_03-01_03-03_1_145,99.71867251
u_03-01_03-03_1_146,55.04471523
u_03-01_03-03_1_147,15.03964897
u_03-01_03-03_1_148,144.0806371
u_03-01_03-03_1_149,63.04952839
u_03-01_03-03_1_150,70.92434459
u_03-01_03-03_1_151,15.03964897
u_03-01_03-03_1_152,141.8816884
u_03-01_03-03_1_153,112.0073857
u_03-01_03-03_1_154,44.28196643
u_03-01_03-03_1_155,99.92266775
u_03-01_03-03_1_156,30.12529686
u_03-01_03-03_1_157,15.03964897
u_03-01_03-03_1_158,47.75888528
u_03-01_03-03_1_159,74.84325312
u_03-01_03-03_1_160,25.1194137
u_03-01_03-03_1_161,45.79893103
u_03-01_03-03_1_162,43.43898611
u_03-01_03-03_1_163,84.03903848
u_03-01_03-03_1_164,53.92174144
u_03-01_03-03_1_165,51.72479272
u_03-01_03-03_1_166,50.84081335
u_03-01_03-03_1_167,86.43798249
u_03-01_03-03_1_168,239.2484158
u_03-01_03-03_1_169,15.03964897
u_03-01_03-03_1_170,19.76053878
u_03-01_03-03_1_171,37.71911962
u_03-01_03-03_1_172,15.00864969
u_03-01_03-03_1_173,282.725401
u_03-01_03-03_1_174,102.4036098
u_03-01_03-03_1_175,52.47877512
u_03-01_03-03_1_176,60.08059769
u_03-01_03-03_1_177,124.9270841
u_03-01_03-03_1_178,15.03964897
u_03-01_03-03_1_179,48.32187214
u_03-01_03-03_1_180,53.76374512
u_03-01_03-03_1_181,15.27964336
u_03-01_03-03_1_182,21.35950146
u_03-01_03-03_1_183,17.36159477
u_03-01_03-03_1_184,18.15957615
u_03-01_03-03_1_185,17.35959482
u_03-01_03-03_1_186,16.15962283
u_03-01_03-03_1_187,19.67954067
u_03-01_03-03_1_188,36.68114384
u_03-01_03-03_1_189,15.03964897
u_03-01_03-03_1_190,20.79951453
u_03-01_03-03_1_191,279.0364871
u_03-01_03-03_1_192,89.71790594
u_03-01_03-03_1_193,78.04217845
u_03-01_03-03_1_194,70.56135306
u_03-01_03-03_1_195,68.15940912
u_03-01_03-03_1_196,61.6395613
u_03-01_03-03_1_197,259.0439538
u_03-01_03-03_1_198,90.00389926
u_03-01_03-03_1_199,62.27954636
u_03-01_03-03_1_200,23.11946038
u_03-01_03-03_1_201,59.91860147
u_03-01_03-03_1_202,43.35898798
u_03-01_03-03_1_203,15.03964897
u_03-01_03-03_1_204,25.03941557
u_03-01_03-03_1_205,27.891349
u_03-01_03-03_1_206,30.75928206
u_03-01_03-03_1_207,131.5239302
u_03-01_03-03_1_208,15.03964897
u_03-01_03-03_1_209,55.525704
u_03-01_03-03_1_210,15.63963496
u_03-01_03-03_1_211,16.43961629
u_03-01_03-03_1_212,33.56121666
u_03-01_03-03_1_213,15.03964897
u_03-01_03-03_1_214,110.4794214
u_03-01_03-03_1_215,15.03964897
u_03-01_03-03_1_216,81.68409345
u_03-01_03-03_1_217,82.72406918
u_03-01_03-03_1_218,78.04317843
u_03-01_03-03_1_219,80.56211964
u_03-01_03-03_1_220,92.08185076
u_03-01_03-03_1_221,72.2433138
u_03-01_03-03_1_222,19.9995332
u_03-01_03-03_1_223,155.52537
u_03-01_03-03_1_224,162.2862122
u_03-01_03-03_1_225,142.8446659
u_03-01_03-03_1_226,15.03964897
u_03-01_03-03_1_227,109.7594382
u_03-01_03-03_1_228,117.7672512
u_03-01_03-03_1_229,15.03964897
u_03-01_03-03_1_230,169.8480357
u_03-01_03-03_1_231,163.5671823
u_03-01_03-03_1_232,113.6803466
u_03-01_03-03_1_233,15.03964897
u_03-01_03-03_1_234,141.6016949
u_03-01_03-03_1_235,15.03964897
u_03-01_03-03_1_236,142.5596726
u_03-01_03-03_1_237,123.9611067
u_03-01_03-03_1_238,116.7172758
u_03-01_03-03_1_239,15.03964897
u_03-01_03-03_1_240,119.7972039
u_03-01_03-03_1_241,15.03964897
u_03-01_03-03_1_242,85.80899717
u_03-01_03-03_1_243,15.03964897
u_03-01_03-03_1_244,158.9682896
u_03-01_03-03_1_245,32.44024283
u_03-01_03-03_1_246,99.72667233
u_03-01_03-03_1_247,99.81067036
u_03-01_03-03_1_248,113.0013625
u_03-01_03-03_1_249,15.00264983
u_03-01_03-03_1_250,17.76158543
u_03-01_03-03_1_251,38.95909067
