80019.6542976765,40,2287,2815.2,2666,0,0,738649.310945073,0,0,0
80019.6942967429,40,2278.8,2811.4,2674,0,0,738649.310945536,0,0,0
80019.7342958093,40,2278.2,2804.6,2676,0,0,738649.310945999,0,0,0
80019.7742948757,40,2274.2,2796,2677.4,0,0,738649.310946462,0,0,0
80019.8142939421,40,2270.6,2791.8,2682.2,0,0,738649.310946925,0,0,0
80019.8542930085,40,2267.8,2785.2,2679.2,0,0,738649.310947387,0,0,0
80019.8942920749,40,2264.8,2772.6,2678.8,0,0,738649.31094785,0,0,0
80019.9342911413,40,2262,2773.2,2681,0,0,738649.310948313,0,0,0
80019.9742902077,40,2261.4,2763.2,2678.8,0,0,738649.310948776,0,0,0
80020.0142892741,40,2262.8,2752,2668,0,0,738649.310949239,0,0,0
80020.0542883405,40,2259,2748.6,2660.8,0,0,738649.310949702,0,0,0
80020.0942874069,40,2265.4,2754.6,2654,0,0,738649.310950165,0,0,0
80020.1342864733,40,2274.2,2767.6,2649.6,0,0,738649.310950628,0,0,0
80020.1742855397,40,2282.2,2778.2,2638.6,0,0,738649.310951091,0,0,0
80020.2142846061,40,2285.8,2790.4,2635.8,0,0,738649.310951554,0,0,0
80020.2542836725,40,2291,2791,2624.4,0,0,738649.310952017,0,0,0
80020.2942827389,40,2301,2798.2,2616.4,0,0,738649.31095248,0,0,0
80020.3562812918,62,2310,2805.4,2604.4,0,0,738649.310953198,0,0,0
80020.3962803582,40,2312.8,2812,2600.8,0,0,738649.310953661,0,0,0
80020.4362794246,40,2311.4,2812.6,2597.8,0,0,738649.310954124,0,0,0
80020.476278491,40,2316,2804.2,2590.6,0,0,738649.310954586,0,0,0
80020.5162775574,40,2317.8,2805.2,2585.4,0,0,738649.310955049,0,0,0
80020.5562766238,40,2320.4,2807.6,2583.8,0,0,738649.310955512,0,0,0
80020.5962756902,40,2320.4,2809.6,2582.2,0,0,738649.310955975,0,0,0
80020.6362747566,40,2324.2,2812,2581.8,0,0,738649.310956438,0,0,0
80020.676273823,40,2321.6,2812.2,2578.8,0,0,738649.310956901,0,0,0
80020.7162728894,40,2323.6,2814.2,2576.2,0,0,738649.310957364,0,0,0
80020.7562719558,40,2325.6,2816.8,2576.2,0,0,738649.310957827,0,0,0
80020.7962710222,40,2328,2819,2575.4,0,0,738649.31095829,0,0,0
80020.8362700886,40,2328,2817.6,2576.2,0,0,738649.310958753,0,0,0
80020.876269155,40,2329.8,2813.4,2577.8,0,0,738649.310959216,0,0,0
80020.9162682214,40,2326.2,2816.4,2578.2,0,0,738649.310959679,0,0,0
