208393.018,40.0,2509.4,2974.4,2495.0
208393.058,40.0,2503.8,2979.6,2501.6
208393.098,40.0,2501.4,2982.6,2508.0
208393.138,40.0,2493.6,2984.6,2518.0
208393.178,40.0,2491.8,2991.2,2528.4
208393.218,40.0,2484.2,2990.6,2532.2
208393.258,40.0,2478.2,2989.4,2541.2
208393.298,40.0,2471.0,2992.0,2550.4
208393.338,40.0,2465.0,2989.8,2558.2
208393.378,40.0,2457.2,2987.6,2561.4
208393.418,40.0,2449.4,2981.8,2572.0
208393.458,40.0,2441.4,2977.8,2576.0
208393.498,40.0,2432.2,2973.8,2585.6
208393.538,40.0,2425.8,2965.4,2587.8
208393.578,40.0,2420.0,2965.0,2593.8
208393.618,40.0,2412.0,2958.8,2602.8
208393.658,40.0,2408.4,2956.6,2606.8
208393.698,40.0,2397.2,2946.8,2615.2
208393.738,40.0,2390.8,2944.2,2616.2
208393.778,40.0,2389.2,2946.8,2628.4
208393.818,40.0,2381.0,2943.2,2632.8
208393.858,40.0,2378.0,2941.2,2643.6
208393.898,40.0,2372.0,2942.4,2651.8
208393.938,40.0,2367.8,2940.4,2656.2
208393.978,40.0,2366.0,2938.0,2661.6
208394.018,40.0,2358.6,2934.0,2675.4
208394.058,40.0,2356.8,2933.4,2680.6
208394.098,40.0,2346.0,2930.8,2687.8
208394.138,40.0,2346.4,2928.2,2695.8
208394.178,40.0,2339.0,2921.2,2701.8
208394.218,40.0,2335.4,2916.6,2712.0
208394.258,40.0,2327.8,2910.6,2717.8
208394.298,40.0,2322.6,2906.2,2725.0
208394.338,40.0,2317.6,2898.0,2732.2
208394.378,40.0,2316.6,2892.4,2735.8
208394.418,40.0,2310.0,2885.8,2741.0
208394.458,40.0,2304.8,2879.2,2750.4
208394.498,40.0,2298.0,2874.8,2759.0
208394.538,40.0,2288.8,2869.2,2767.4
208394.578,40.0,2293.2,2864.0,2774.2
208394.618,40.0,2280.8,2858.6,2779.2
208394.658,40.0,2282.4,2851.2,2782.8
208394.698,40.0,2278.4,2846.2,2781.8
208394.738,40.0,2283.8,2845.2,2760.6
208394.778,40.0,2300.2,2853.8,2730.4
208394.818,40.0,2323.6,2873.0,2692.8
208394.858,40.0,2356.4,2895.8,2645.4
208394.898,40.0,2392.2,2916.6,2597.2
208394.938,40.0,2428.4,2929.6,2556.0
208394.978,40.0,2462.8,2938.6,2521.2
208395.018,40.0,2481.8,2938.6,2502.4
208395.058,40.0,2485.8,2950.2,2507.0
208395.098,40.0,2470.8,2956.2,2527.4
208395.138,40.0,2459.6,2981.4,2558.8
208395.178,40.0,2439.2,2983.6,2589.6
208395.218,40.0,2410.6,2985.0,2633.2
208395.258,40.0,2374.8,2981.2,2683.4
208395.298,40.0,2341.6,2962.8,2745.6
208395.338,40.0,2323.6,2956.2,2768.4
208395.378,40.0,2340.8,2951.6,2744.2
208395.418,40.0,2363.2,2968.6,2695.6
208395.458,40.0,2410.6,2991.8,2630.2
208395.498,40.0,2460.0,2993.2,2563.4
208395.538,40.0,2491.0,2977.2,2520.6
208395.578,40.0,2502.0,2958.6,2496.6
208395.618,40.0,2476.4,2957.2,2521.8
208395.658,40.0,2437.2,2954.2,2561.8
208395.698,40.0,2394.4,2935.0,2611.4
208395.738,40.0,2356.2,2938.8,2676.2
208395.778,40.0,2336.8,2940.6,2727.4
208395.818,40.0,2346.2,2959.8,2725.0
208395.858,40.0,2388.6,2981.4,2664.6
208395.898,40.0,2451.8,3018.6,2587.8
208395.938,40.0,2518.8,3035.4,2528.6
208395.978,40.0,2561.0,3034.8,2489.0
208396.018,40.0,2558.2,3041.2,2487.4
208396.058,40.0,2521.2,3048.2,2531.2
208396.098,40.0,2462.4,3029.8,2587.0
208396.138,40.0,2399.6,2982.0,2644.6
208396.178,40.0,2357.6,2953.4,2695.4
208396.218,40.0,2366.8,2946.6,2672.2
208396.258,40.0,2427.6,2943.8,2567.2
208396.298,40.0,2514.0,2958.4,2484.8
208396.338,40.0,2581.8,2947.4,2425.6
208396.378,40.0,2632.8,2958.2,2401.8
208396.418,40.0,2632.0,3000.8,2423.2
208396.458,40.0,2587.0,3024.4,2465.0
208396.498,40.0,2524.2,3036.6,2525.0
208396.538,40.0,2453.0,3022.0,2598.6
208396.578,40.0,2402.0,3017.6,2665.8
208396.618,40.0,2408.8,2986.4,2627.2
208396.658,40.0,2489.4,2989.0,2526.2
208396.698,40.0,2586.0,2986.6,2442.4
208396.738,40.0,2658.2,2933.4,2378.0
208396.778,40.0,2707.8,2919.0,2350.2
208396.818,40.0,2698.8,2938.6,2360.2
208396.858,40.0,2646.6,2974.8,2404.0
208396.898,40.0,2586.8,2995.6,2452.8
208396.938,40.0,2505.6,3007.0,2522.0
208396.978,40.0,2437.0,3013.6,2605.2
208397.018,40.0,2397.4,2988.6,2647.4
208397.058,40.0,2435.2,2981.6,2584.6
208397.098,40.0,2511.2,2965.8,2489.0
208397.138,40.0,2599.6,2948.0,2419.0
208397.178,40.0,2657.4,2918.2,2372.8
208397.218,40.0,2658.8,2908.8,2365.4
208397.258,40.0,2618.8,2931.2,2397.4
208397.298,40.0,2562.4,2955.4,2441.2
208397.338,40.0,2505.0,2956.8,2495.6
208397.378,40.0,2443.4,2948.2,2554.4
208397.418,40.0,2392.2,2918.8,2602.8
208397.458,40.0,2395.4,2922.0,2600.6
208397.498,40.0,2469.0,2973.0,2544.2
208397.538,40.0,2568.2,2996.4,2461.6
208397.578,40.0,2659.0,3001.0,2408.2
208397.618,40.0,2717.0,2992.0,2373.2
208397.658,40.0,2711.2,2994.8,2378.2
208397.698,40.0,2666.4,3012.2,2411.8
208397.738,40.0,2612.4,3027.6,2446.6
208397.778,40.0,2530.0,3000.4,2494.6
208397.818,40.0,2450.4,2955.2,2551.0
208397.858,40.0,2389.8,2883.4,2580.2
208397.898,40.0,2374.2,2854.6,2572.0
208397.938,40.0,2416.0,2884.6,2539.6
208397.978,40.0,2469.6,2902.2,2491.0
208398.018,40.0,2542.8,2974.8,2470.2
208398.058,40.0,2596.2,2995.2,2441.8
208398.098,40.0,2631.8,3012.8,2427.4
208398.138,40.0,2649.4,3026.8,2418.4
208398.178,40.0,2648.4,3041.4,2434.0
208398.218,40.0,2630.4,3040.6,2444.0
208398.258,40.0,2609.6,3034.0,2458.4
208398.298,40.0,2595.4,3009.0,2454.4
208398.338,40.0,2590.2,3031.2,2464.8
208398.378,40.0,2565.0,3002.2,2469.2
