255401.195,40,2907.2,3362.8,2428.4
255401.235,40,2908.4,3370.4,2433
255401.275,40,2909,3363,2428.2
255401.315,40,2917.2,3370.2,2429.2
255401.355,40,2917.4,3375.6,2426.2
255401.395,40,2916.8,3376.4,2428.6
255401.435,40,2925.8,3381.4,2427
255401.475,40,2929.4,3386.4,2424.4
255401.515,40,2925.6,3384.4,2423.8
255401.555,40,2935.6,3381.8,2425.2
255401.595,40,2946.4,3373.8,2419.2
255401.635,40,2949.4,3366.2,2412.8
255401.675,40,2963.6,3355,2407
255401.715,40,2974.4,3340.6,2398.4
255401.755,40,2981.6,3325,2392.6
255401.795,40,2996.2,3299,2386.2
255401.835,40,3010.2,3289.2,2376.2
255401.875,40,3021,3279.2,2371
255401.915,40,3030,3267.6,2362.4
255401.955,40,3043.4,3259.2,2359.6
255401.995,40,3053,3250.6,2356.4
255402.035,40,3071.2,3238.6,2348
255402.075,40,3087.8,3227.2,2342.8
255402.115,40,3109.8,3219,2329
255402.155,40,3133,3207.2,2324.8
255402.195,40,3164.6,3178.6,2312.6
255402.235,40,3183.6,3133,2298.4
255402.275,40,3206.6,3086.6,2281
255402.315,40,3240.4,3044.4,2267.4
255402.355,40,3282.4,3007,2255.4
255402.395,40,3327.4,2956,2240.2
255402.435,40,3366.6,2892.2,2217.6
255402.475,40,3419.2,2837.2,2202
255402.515,40,3444.4,2779,2190.8
255402.555,40,3442.4,2722.2,2178.4
255402.595,40,3431.4,2673.6,2162.2
255402.635,40,3414.2,2651.4,2158.6
255402.675,40,3399.2,2643.4,2159.8
255402.715,40,3384,2659.2,2163
255402.755,40,3356.6,2679.8,2172.4
255402.795,40,3329.6,2700.6,2182.2
255402.835,40,3294.4,2705,2187.4
255402.875,40,3276.6,2723,2191.6
255402.915,40,3279.4,2741,2196.6
255402.955,40,3280.6,2763.2,2203.4
255402.995,40,3282,2778.6,2206.8
255403.035,40,3295.2,2797.8,2212
255403.075,40,3298,2819.2,2215.8
255403.115,40,3306.6,2844.6,2219.4
255403.155,40,3312.6,2877,2226.2
255403.195,40,3313,2923.2,2238
255403.235,40,3262.2,3001.2,2265.2
255403.275,40,3130.2,3142.8,2321.6
255403.315,40,2907.8,3303.2,2425
255403.355,40,2675.4,3369,2562.4
255403.395,40,2537,3285.8,2648.6
255403.435,40,2575.2,3184.4,2561.2
255403.475,40,2721.6,3078.8,2427.2
255403.515,40,2884.6,2958,2323
255403.555,40,3009.4,2813,2252.2
255403.595,40,3087.6,2694.8,2202.4
255403.635,40,3134.2,2616,2173.8
255403.675,40,3134.4,2604.4,2170.8
255403.715,40,3134.2,2676.8,2190.6
255403.755,40,3047.4,2750.6,2225.4
255403.795,40,2941,2881.2,2287.4
255403.835,40,2756.6,2982.8,2376.6
255403.875,40,2577.8,3025.2,2490.2
255403.915,40,2500.2,2996.8,2542.6
255403.955,40,2608.4,3018,2464.8
255403.995,40,2805.4,2946.6,2352.4
