84674.0196622534,40,2123.2,2255.8,2346,0.397826010159671,0,738634.68421319,639,1,0
84674.0596613198,40,2186.6,2294.2,2283.8,0.504612904903476,0,738634.684213653,639,1,0
84674.0996603862,40,2232.4,2275.4,2199,0.608122093012875,0,738634.684214116,639,1,0
84674.1396594526,40,2258.2,2228.4,2136.6,0.694393887269839,0,738634.684214579,639,1,0
84674.179658519,40,2240.4,2174,2094.4,0.770444455942365,0,738634.684215042,639,1,0
84674.2196575854,40,2205.2,2131.8,2067.4,0.836072075310938,0,738634.684215505,639,1,0
84674.2596566518,40,2176.8,2111.4,2055.8,0.874639638081321,0,738634.684215968,639,1,0
84674.2996557182,40,2156,2102,2050,0.8977967366785,0,738634.684216431,639,1,0
84674.3396547846,40,2156.2,2098.6,2054.4,0.8977967366785,0,738634.684216894,639,1,0
84674.379653851,40,2168.2,2108.4,2059.2,0.883826603212505,0,738634.684217357,639,1,0
84674.4196529173,40,2181,2116.4,2062.6,0.865676226071649,0,738634.68421782,639,1,0
84674.4596519838,40,2195.8,2130.4,2067.4,0.844233232778036,0,738634.684218283,639,1,0
84674.4996510502,40,2218.2,2143,2080.6,0.812740280620707,0,738634.684218746,639,1,0
84674.5396501166,40,2241.2,2178.2,2103.2,0.761325193396393,0,738634.684219209,639,1,0
84674.579649183,40,2253.2,2220.6,2136,0.705147712151577,0,738634.684219672,639,1,0
84674.6196482494,40,2239.8,2268.8,2192,0.619964864114596,0,738634.684220135,639,1,0
84674.6596473158,40,2198.6,2295.4,2276,0.513976154697247,0,738634.684220598,639,1,0
84674.6996463822,40,2136.4,2266.4,2332.6,0.423592486557641,0,738634.684221061,639,1,0
84674.7396454486,40,2089.2,2210.8,2349.8,0.341249055489948,0,738634.684221524,639,1,0
84674.779644515,40,2059.8,2162.2,2303.4,0.267931884311039,0,738634.684221987,639,1,0
84674.8196435814,40,2053.6,2139,2276.8,0.226917422667959,0,738634.68422245,639,1,0
84674.8596426477,40,2060,2156.6,2288.8,0.250464534795188,0,738634.684222912,639,1,0
84674.8996417142,40,2073.6,2180.4,2323,0.295578204650125,0,738634.684223375,639,1,0
84674.9396407805,40,2100,2224.4,2345.8,0.356712329199304,0,738634.684223838,639,1,0
84674.979639847,40,2140.4,2274.2,2327.4,0.434312117070211,0,738634.684224301,639,1,0
84675.0196389133,40,2202.2,2295.6,2257.2,0.532327376767748,0,738634.684224764,639,1,0
84675.0596379797,40,2248.4,2260.2,2174,0.639277686345132,0,738634.684225227,639,1,0
84675.0996370462,40,2251.8,2194.8,2109.8,0.743274048173665,0,738634.68422569,639,1,0
84675.1396361126,40,2217,2137.2,2080.2,0.816497314343228,0,738634.684226153,639,1,0
84675.179635179,40,2164.6,2103,2054.2,0.888462377920434,0,738634.684226616,639,1,0
84675.2196342454,40,2129.4,2079.2,2046,0.934939549669867,0,738634.684227079,639,1,0
84675.2596333118,40,2109.6,2073,2040.8,0.961266381480085,0,738634.684227542,639,1,0
84675.2996323782,40,2116,2078.2,2043.6,0.948185152617393,0,738634.684228005,639,1,0
84675.3396314446,40,2128.4,2082,2045,0.934939549669867,0,738634.684228468,639,1,0
84675.379630511,40,2141.6,2091.6,2048.4,0.916793718158689,0,738634.684228931,639,1,0
84675.4196295773,40,2156.8,2106.6,2057.8,0.893104465498182,0,738634.684229394,639,1,0
84675.4596286438,40,2180.4,2122.2,2065.2,0.861295836877605,0,738634.684229857,639,1,0
84675.4996277101,40,2224.6,2155,2088.4,0.798037833617888,0,738634.68423032,639,1,0
84675.5396267766,40,2253.8,2205.6,2119.8,0.728454914440311,0,738634.684230783,639,1,0
84675.5796258429,40,2247.6,2266.2,2180.6,0.631294927101806,0,738634.684231246,639,1,0
84675.6196249094,40,2200,2300.2,2270.8,0.523048376992121,0,738634.684231709,639,1,0
84675.6596239757,40,2131.2,2265.6,2349.6,0.409344479606992,0,738634.684232172,639,1,0
84675.6996230422,40,2086.6,2204,2351,0.332333422142307,0,738634.684232634,639,1,0
